Transaction_ID,Order_ID,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Customer_Segment,Order_Date,Order_Time,Sales_Channel
T02002472,O0102472,C04542,Isla Martin,25.0,Female,Consumer,2022-01-07,10:25:27,Phone Order
T02012693,O0106346,C01581,Lily Nelson,25.0,Male,Consumer,2023-06-06,12:17:22,Retail Store
T02007943,O0107943,C00284,Emma Davis,42.0,Female,Consumer,2022-07-20,17:40:05,Online
T02012476,O0112476,C03131,Hannah Jones,36.0,Female,Small Business,2023-08-03,11:37:28,Retail Store
T02008889,O0108889,C05480,,24.0,Male,Small Business,2025-12-06,14:35:01,B2B Portal
T02005594,O0105594,C00202,Samuel Hall,18.0,Non-binary,Consumer,2025-11-07,23:24:06,Online
T02015409,O0115409,C03013,Emma White,53.0,Male,Consumer,2022-02-25,10:48:47,Retail Store
T02009998,O0109998,C03157,George King,57.0,Female,Consumer,2023-01-16,12:28:09,Retail Store
T02013374,O0106687,C04952,Mia Jackson,47.0,Male,Consumer,2025-04-29,20:28:49,Online
T02001451,O0101451,C03681,Hannah Hall,37.0,Female,Consumer,2024-01-12,13:49:56,B2B Portal
T02008581,O0108581,C00901,Sophie Harris,48.0,Male,Consumer,2023-11-08,11:01:57,Retail Store
T02009962,O0104981,C02200,Amelia Scott,42.0,Male,Consumer,2025-10-13,17:57:37,B2B Portal
T02008617,O0108617,C00864,Emma Young,56.0,Male,New Customer,2022-09-23,22:32:18,Online
T02000272,O0100272,C04982,Evelyn Brown,32.0,Male,Consumer,2023-03-01,21:03:39,Online
T02005095,O0105095,C00177,Noah Miller,35.0,Female,Returning Customer,2023-07-21,11:11:27,Retail Store
T02004073,O0104073,C04115,Evelyn Johnson,61.0,Male,Corporate,2022-01-04,10:17:56,Retail Store
T02016622,O0116622,C00883,Ella Smith,38.0,Female,Consumer,2022-09-15,20:36:49,Online
T02004872,O0104872,C03376,Benjamin Wilson,50.0,Female,Returning Customer,2025-12-13,14:21:42,Retail Store
T02000487,O0100487,C02130,Aria Anderson,33.0,Male,Consumer,2024-06-24,07:42:23,Online
T02011964,O0111964,C03272,Liam Wilson,55.0,Male,Consumer,2025-03-30,15:28:01,Retail Store
T02004666,O0102333,C03343,Evelyn Miller,38.0,Male,Consumer,2023-10-08,21:15:56,Online
T02000522,O0100522,C02135,Emily Moore,18.0,Female,Small Business,2025-10-16,14:58:44,Retail Store
T02011026,O0111026,C02645,Grace Scott,,Female,Consumer,2024-07-27,17:36:45,Online
T02000317,O0100317,C02082,Ava Wright,54.0,Female,Small Business,2025-02-26,18:41:04,Phone Order
T02011605,O0111605,C03365,Aria Harris,48.0,Non-binary,Premium,2024-11-25,21:37:17,Online
T02016592,O0116592,C00982,Olivia Nelson,39.0,Female,New Customer,2022-06-06,09:08:26,Retail Store
T02001524,O0101524,C04332,Hannah Lewis,48.0,Male,New Customer,2022-07-03,09:57:13,B2B Portal
T02007893,O0107893,C04539,Charlotte White,37.0,Female,Consumer,2023-12-31,15:24:13,Retail Store
T02010722,O0110722,C04336,Grace Davis,18.0,Female,Premium,2023-10-29,17:59:52,Online
T02003768,O0101884,C01574,Aria Moore,38.0,Male,Small Business,2023-06-18,21:25:44,Online
T02006981,O0106981,C04209,Jack Hall,52.0,Female,Consumer,2024-01-11,17:20:23,Online
T02011182,O0105591,C01594,Sophia Moore,29.0,Female,Consumer,2024-10-11,16:55:14,Online
T02007464,O0107464,C02665,Leo Walker,63.0,Male,Corporate,2025-12-29,12:57:08,B2B Portal
T02002941,O0102941,C05419,Benjamin Allen,45.0,Male,Consumer,2024-12-23,02:27:50,Online
T02017297,O0108648,C04068,Amelia Smith,48.0,Non-binary,Consumer,2022-10-26,12:47:11,Phone Order
T02007996,O0107996,C02942,Jack Lewis,50.0,Male,Corporate,2024-05-16,15:08:33,Online
T02005956,O0102978,C03265,Henry White,31.0,Female,Consumer,2024-05-22,08:18:16,Retail Store
T02001698,O0101698,C05071,Jack Davis,18.0,Female,New Customer,2022-05-31,14:06:15,Online
T02012539,O0112539,C02157,Lucas Thomas,66.0,Female,Small Business,2024-01-05,10:21:18,Online
T02007360,O0107360,C03211,Lily Adams,47.0,Female,Consumer,2022-10-07,19:20:02,Retail Store
T02010992,O0110992,C04108,Noah Harris,49.0,Male,Consumer,2025-06-15,12:36:25,Phone Order
T02016406,O0116406,C01933,Amelia Thompson,30.0,Male,Consumer,2023-04-16,10:37:25,B2B Portal
T02015538,O0115538,C00622,Olivia Moore,32.0,Male,Consumer,2023-10-06,15:15:10,Phone Order
T02010596,O0110596,C03758,Arthur Moore,21.0,Male,Consumer,2025-01-24,14:07:20,Retail Store
T02011375,O0111375,C02958,Ava Jackson,28.0,Female,Consumer,2022-12-14,22:12:26,Online
T02004960,O0104960,C02939,Evelyn Williams,51.0,Male,Consumer,2024-11-10,13:21:00,Online
T02012361,O0106180,C04409,Maya Brown,45.0,Male,Consumer,2022-06-24,16:57:41,Online
T02017274,O0117274,C05538,Noah Johnson,51.0,Male,Returning Customer,2025-11-26,10:47:16,Retail Store
T02011470,O0111470,C01655,George Hall,27.0,Female,Consumer,2025-04-03,19:08:26,Online
T02005853,O0105853,C03490,David Thomas,47.0,Female,Consumer,2022-10-18,13:42:31,Retail Store
T02007104,O0107104,C03964,Jack Miller,42.0,Male,Small Business,2022-11-18,23:10:18,Online
T02013178,O0113178,C03842,David Jones,36.0,Male,Corporate,2023-07-04,16:47:57,Retail Store
T02012186,O0106093,C01792,Grace Scott,45.0,Female,Premium,2023-08-20,10:06:45,Phone Order
T02015395,O0107697,C02751,Henry Moore,50.0,Male,Premium,2025-10-09,15:31:09,Retail Store
T02010791,O0110791,C03829,Freya Brown,58.0,Female,Returning Customer,2024-08-13,05:45:35,Online
T02013935,O0113935,C05273,Michael Allen,43.0,Female,Small Business,2024-01-04,13:26:51,B2B Portal
T02006899,O0103449,C03694,Amelia King,41.0,Male,Consumer,2024-11-14,16:11:42,Online
T02006935,O0106935,C04286,Oscar Williams,29.0,Female,Corporate,2023-11-17,22:41:45,Online
T02006170,O0106170,C02942,Jack Lewis,50.0,Male,Corporate,2024-11-08,21:50:20,Online
T02014061,O0114061,C04871,Sophie Young,54.0,Female,Returning Customer,2025-12-02,17:02:07,Online
T02003802,O0101901,C02799,Sophie Moore,35.0,Male,Consumer,2025-10-16,19:21:46,Online
T02014468,O0114468,C04339,Jack Jones,57.0,Male,Consumer,2023-08-31,11:05:48,Retail Store
T02005662,O0102831,C02169,Sophia Thomas,51.0,Female,New Customer,2022-10-13,12:44:23,Retail Store
T02004377,O0102188,C03933,Liam Anderson,49.0,Female,Small Business,2023-12-14,11:55:01,Online
T02009410,O0109410,C01073,Grace White,42.0,Male,Consumer,2023-06-26,17:54:32,Online
T02005963,O0105963,C04517,Freya Adams,35.0,Female,Returning Customer,2022-10-25,12:10:58,Online
T02010698,O0110698,C00864,Emma Young,56.0,Male,Corporate,2022-12-28,13:09:20,Phone Order
T02013948,O0113948,C02148,Amelia Allen,30.0,Male,Small Business,2025-12-20,14:58:33,Retail Store
T02005760,O0105760,C01280,Hannah Taylor,54.0,Female,Returning Customer,2025-02-21,14:09:08,Online
T02017567,O0117567,C04158,Hannah Anderson,46.0,Male,Corporate,2025-12-25,12:37:28,Retail Store
T02005097,O0102548,C02909,Sophie Miller,49.0,Male,Corporate,2024-10-21,20:19:47,Online
T02010446,O0110446,C01036,James Thompson,30.0,Male,Returning Customer,2025-04-26,08:43:56,Online
T02014402,O0114402,C01887,Alexander Adams,39.0,Female,Consumer,2024-03-02,20:26:21,Online
T02009091,O0104545,C03258,Freya Baker,35.0,Male,Consumer,2024-02-17,10:33:52,Online
T02015473,O0115473,C00898,Ava Adams,48.0,Female,Consumer,2025-11-25,20:07:45,Online
T02017053,O0117053,C04725,Amelia Nelson,52.0,Female,Consumer,2025-06-27,12:43:52,Retail Store
T02004569,O0102284,C02080,Lucas Lewis,39.0,Male,Consumer,2024-01-31,17:40:30,Online
T02012703,O0112703,C04808,Michael Taylor,29.0,Female,Consumer,2025-12-16,15:01:49,Online
T02004996,O0102498,C01177,Liam Walker,64.0,Male,Consumer,2025-11-17,12:50:25,Retail Store
T02010804,O0105402,C04790,Isla Williams,36.0,Female,Small Business,2023-05-14,18:32:48,Online
T02006138,O0106138,C02996,Freya Young,35.0,Male,Small Business,2023-06-08,22:37:37,Online
T02006763,O0106763,C03938,Leo Walker,35.0,Non-binary,Consumer,2025-12-23,09:46:15,Online
T02013118,O0113118,C02045,Thomas Miller,43.0,Female,Premium,2024-05-31,08:44:34,B2B Portal
T02008092,O0108092,C04108,Noah Harris,49.0,Male,Consumer,2023-06-02,11:58:04,Retail Store
T02015105,O0115105,C01955,Benjamin Smith,25.0,Male,Returning Customer,2024-02-14,16:12:58,B2B Portal
T02002552,O0102552,C00596,Samuel Adams,37.0,Male,New Customer,2022-12-24,15:01:21,Retail Store
T02013274,O0106637,C05156,Olivia Jackson,63.0,Female,Small Business,2025-03-06,15:33:36,Online
T02010801,O0105400,C02458,Olivia Wright,52.0,Female,Returning Customer,2025-05-14,10:15:12,Online
T02001592,O0100796,C01543,William King,43.0,Female,New Customer,2022-04-19,18:48:45,Online
T02005710,O0105710,C02007,Hannah King,50.0,Male,Small Business,2025-08-10,14:13:20,B2B Portal
T02016340,O0116340,C05534,James Young,36.0,Male,Consumer,2024-03-21,18:20:52,Online
T02014842,O0114842,C01067,Aria Taylor,44.0,Female,Consumer,2024-09-04,12:12:57,Retail Store
T02016119,O0116119,C00808,Michael Nelson,34.0,FEMALE,Consumer,2025-01-10,16:39:37,Online
T02007414,O0107414,C04999,Max Davis,24.0,Female,Small Business,2023-02-13,12:03:28,Retail Store
T02010048,O0110048,C01468,Grace Smith,25.0,Male,Small Business,2024-04-14,21:03:48,Online
T02015363,O0115363,C04307,Sophie Jackson,45.0,Male,Consumer,2025-12-18,13:17:10,Retail Store
T02015436,O0115436,C00771,Amelia King,,Male,Premium,2023-05-30,18:21:47,Online
T02003516,O0101758,C01355,Thomas King,46.0,Male,Consumer,2024-04-07,16:13:57,Retail Store
T02017029,O0117029,C00789,Noah Adams,18.0,Male,Consumer,2025-11-06,13:44:37,Retail Store
T02005781,O0105781,C00976,Mia Allen,51.0,Male,Consumer,2023-12-25,23:56:21,Online
T02010903,O0110903,C00761,Evelyn Walker,20.0,Female,Consumer,2025-12-08,16:46:13,Retail Store
T02012398,O0112398,C05564,Maya Johnson,46.0,Male,Consumer,2025-03-29,21:20:14,Online
T02016296,O0108148,C05303,George Allen,35.0,Female,Small Business,2025-07-05,19:52:50,Online
T02009271,O0104635,C05149,Isla Hall,36.0,Male,New Customer,2022-11-26,19:36:06,Online
T02016260,O0108130,C00449,Michael Adams,30.0,Male,Consumer,2022-04-13,12:22:22,Phone Order
T02010399,O0110399,C00207,Chloe Martin,40.0,Male,Small Business,2023-03-12,14:37:55,Online
T02012406,O0112406,C05533,Ava Allen,44.0,Male,New Customer,2022-05-03,21:42:08,Online
T02001148,O0101148,C04486,Olivia Miller,27.0,Female,Corporate,2025-04-11,12:49:33,Phone Order
T02004752,O0104752,C00456,Thomas Wright,55.0,Male,Consumer,2024-05-04,13:32:37,Retail Store
T02015221,O0107610,C00781,George Adams,23.0,Female,Corporate,2025-12-06,14:46:25,Retail Store
T02010056,O0110056,C04156,Olivia Scott,46.0,Male,Corporate,2023-07-20,14:33:11,Online
T02017196,O0117196,C01774,Thomas Clark,47.0,Male,Consumer,2023-06-22,15:58:14,Retail Store
T02003202,O0101601,C01986,Amelia Walker,47.0,Male,Returning Customer,2023-02-23,16:04:52,Online
T02010854,O0110854,C00087,Isla Clark,27.0,Female,Small Business,2022-06-26,23:08:08,Online
T02012378,O0106189,C02770,Nora Thompson,49.0,Female,New Customer,2022-03-01,13:05:06,Retail Store
T02010609,O0110609,C02070,Charlotte Jackson,29.0,Female,Consumer,2025-06-24,18:19:54,Online
T02014053,O0114053,C00948,Henry Davis,42.0,Female,Corporate,2023-06-26,14:32:18,Retail Store
T02016036,O0108018,C02457,Evelyn Johnson,46.0,Male,Returning Customer,2023-01-18,19:01:56,B2B Portal
T02003589,O0101794,C01653,Max King,41.0,Non-binary,Returning Customer,2022-02-15,15:50:00,Online
T02013454,O0106727,C03023,Grace Davis,49.0,Female,Consumer,2022-06-08,11:20:31,Retail Store
T02009141,O0109141,C05538,Noah Johnson,51.0,Male,Corporate,2024-05-13,17:41:59,Online
T02011597,O0111597,C02412,Max Johnson,46.0,Male,New Customer,2022-05-03,15:17:21,Retail Store
T02016682,O0116682,C00825,Oscar Baker,31.0,Female,Consumer,2025-09-07,15:06:44,Online
T02001794,O0101794,C02604,Lucas Jones,23.0,Male,Corporate,2024-01-25,13:48:08,Retail Store
T02006956,O0106956,C05076,Benjamin Brown,26.0,Female,Consumer,2024-01-10,16:13:36,Online
T02008749,O0108749,C01990,Freya Moore,31.0,Male,Returning Customer,2025-01-17,13:54:12,Retail Store
T02010195,O0110195,C00313,Lily Moore,28.0,Male,Corporate,2025-09-25,02:40:15,Retail Store
T02004461,O0102230,C04746,Emma King,36.0,Male,Corporate,2024-12-14,23:00:57,Online
T02008570,O0108570,C00687,David Baker,41.0,Male,Consumer,2024-05-13,15:54:56,Retail Store
T02005570,O0102785,C02708,Aria Anderson,45.0,Female,Consumer,2025-11-22,08:37:28,B2B Portal
T02015990,O0107995,C02865,George White,39.0,Female,Corporate,2023-02-13,20:52:10,Retail Store
T02001812,O0100906,C03195,Leo Scott,38.0,Female,Corporate,2023-11-27,17:11:10,Online
T02002133,O0101066,C01182,William Harris,27.0,Female,Small Business,2023-07-25,07:14:05,B2B Portal
T02016624,O0108312,C01865,Henry White,52.0,Male,Consumer,2023-04-27,14:07:52,Retail Store
T02008079,O0108079,C05045,Jack Wilson,49.0,Male,New Customer,2022-02-07,13:12:14,Retail Store
T02009044,O0109044,C02753,Max Harris,48.0,Female,Consumer,2025-10-20,15:45:58,B2B Portal
T02004869,O0104869,C05129,Michael Walker,43.0,Male,New Customer,2022-03-10,15:48:54,Retail Store
T02006188,O0103094,C05208,Samuel Harris,50.0,Male,Consumer,2023-11-14,07:16:59,B2B Portal
T02003894,O0103894,C04828,Sophia Jones,25.0,Male,Consumer,2022-07-30,09:50:06,Retail Store
T02002185,O0102185,C00658,Arthur Jackson,48.0,Female,Consumer,2023-12-06,20:37:11,Online
T02001416,O0100708,C00792,Theo Allen,40.0,Female,Consumer,2025-05-14,10:29:30,B2B Portal
T02007033,O0103516,C04192,Hannah Brown,38.0,Female,Consumer,2024-11-16,13:06:18,Phone Order
T02011265,O0111265,C02322,William Brown,38.0,Male,Returning Customer,2022-12-08,17:14:18,Retail Store
T02007761,O0103880,C00051,Lucas Nelson,40.0,Male,New Customer,2022-09-05,14:40:39,Online
T02012554,O0112554,C02803,Isla Smith,36.0,Male,Consumer,2025-09-14,23:00:06,Online
T02004409,O0104409,C05229,Charlotte King,69.0,Male,Consumer,2022-03-02,15:27:43,Online
T02006806,O0106806,C05302,Amelia Thompson,36.0,Male,Corporate,2024-06-13,08:06:50,B2B Portal
T02008022,O0108022,C02099,Max Taylor,22.0,Male,Consumer,2024-12-02,17:58:02,Online
T02005448,O0102724,C00724,Ella Adams,21.0,Non-binary,Premium,2025-10-08,15:10:24,Phone Order
T02013316,O0113316,C03789,Arthur Harris,48.0,Male,Consumer,2024-11-04,14:03:41,Online
T02000334,O0100167,C05293,Henry Wright,21.0,Male,Returning Customer,2023-11-06,22:18:23,Online
T02013320,O0113320,C05069,Grace Jones,45.0,Male,Consumer,2024-10-22,12:40:29,B2B Portal
T02000898,O0100898,C05087,Isla Anderson,18.0,Male,Corporate,2022-04-18,18:30:29,Retail Store
T02016695,O0116695,C05366,Henry Williams,50.0,Male,Small Business,2025-08-30,10:14:55,Phone Order
T02013911,O0106955,C03756,Evelyn Green,44.0,Female,Returning Customer,2025-06-28,23:00:15,Online
T02017416,O0117416,C03820,Emma Anderson,29.0,Male,Corporate,2024-03-16,22:35:29,Online
T02003435,O0103435,C03655,Noah Baker,46.0,Female,Consumer,2025-07-17,16:15:21,Online
T02010886,O0105443,C03868,Oscar Davis,54.0,Male,Small Business,2022-08-01,09:01:45,B2B Portal
T02011754,O0111754,C01279,Ava Miller,35.0,Female,Returning Customer,2025-10-28,18:57:15,Retail Store
T02006135,O0106135,C01574,Aria Moore,38.0,Male,Small Business,2024-06-03,13:32:58,Phone Order
T02007493,O0107493,C05126,Lucas Smith,55.0,Male,Small Business,2022-11-02,18:23:12,Retail Store
T02001330,O0101330,C04671,Thomas Wilson,40.0,Female,Small Business,2022-12-22,20:25:54,Online
T02009644,O0109644,C02749,Sophia Smith,37.0,Male,Consumer,2024-01-24,16:55:05,Online
T02004241,O0102120,C02403,Theo Davis,40.0,Female,Consumer,2024-04-16,20:04:49,Online
T02011879,O0111879,C04617,Oscar Jones,44.0,Female,New Customer,2022-09-26,12:02:10,Retail Store
T02016131,O0116131,C03391,Oscar Adams,34.0,Female,Consumer,2025-12-05,17:45:39,Online
T02014479,O0114479,C00737,Emily Taylor,36.0,Male,Small Business,2023-11-27,19:50:02,Online
T02007397,O0107397,C00381,James Moore,38.0,Female,Consumer,2023-03-09,13:00:45,Retail Store
T02017000,O0117000,C04255,Arthur Green,55.0,Female,Returning Customer,2023-07-06,18:53:29,Retail Store
T02002924,O0102924,C00648,Charlotte Moore,45.0,Male,Premium,2022-02-28,13:16:44,Online
T02011883,O0111883,C05351,Evelyn Martin,33.0,Male,Returning Customer,2023-05-05,22:31:07,Online
T02010058,O0105029,C05436,Henry Baker,33.0,Female,New Customer,2022-11-15,16:51:54,Online
T02015561,O0115561,C03178,Emma Thomas,32.0,Male,Returning Customer,2024-02-15,23:43:47,Online
T02007260,O0107260,C04602,Nora Jackson,31.0,Male,Consumer,2024-04-10,16:22:02,B2B Portal
T02004665,O0102332,C03196,Sophia Hall,28.0,Female,Small Business,2024-06-18,12:24:08,Online
T02013220,O0113220,C03574,Liam Johnson,42.0,Female,Consumer,2022-07-26,11:45:52,Retail Store
T02015272,O0115272,C02444,Evelyn Miller,56.0,Male,Consumer,2024-12-03,18:40:59,Retail Store
T02010686,O0105343,C01688,Charlotte Jackson,36.0,Non-binary,Consumer,2025-02-21,19:24:55,Online
T02013020,O0113020,C03530,Michael King,28.0,Female,Consumer,2024-12-03,10:31:33,B2B Portal
T02016430,O0116430,C02128,Benjamin Clark,48.0,Male,Consumer,2023-08-17,11:36:45,B2B Portal
T02007680,O0103840,C05540,Grace Harris,42.0,Male,Corporate,2024-12-12,13:42:45,Online
T02007192,O0103596,C00180,Leo Lewis,46.0,FEMALE,New Customer,2022-08-09,18:29:36,Online
T02009981,O0109981,C04183,Theo Jones,55.0,Female,Returning Customer,2023-07-13,16:41:18,B2B Portal
T02013044,O0113044,C01881,Alexander White,37.0,Female,Returning Customer,2024-04-24,12:58:10,Retail Store
T02000137,O0100137,C04408,Henry Davis,40.0,Female,Consumer,2025-09-26,20:39:18,Online
T02007846,O0107846,C03255,David Miller,48.0,Male,Corporate,2023-11-17,11:00:35,Retail Store
T02010054,O0110054,C00939,Sophie Anderson,26.0,Female,Consumer,2023-12-29,11:12:22,Online
T02003304,O0101652,C05364,Hannah Wright,26.0,Male,Small Business,2023-07-17,11:59:52,Phone Order
T02004137,O0102068,C04273,Charlotte Thomas,37.0,Female,New Customer,2022-10-27,18:50:44,Retail Store
T02005837,O0105837,C04158,Hannah Anderson,46.0,Male,Corporate,2024-12-06,18:06:00,Online
T02015204,O0115204,C04313,Jack Anderson,23.0,Male,Consumer,2023-04-15,20:28:49,Online
T02008844,O0108844,C00867,Samuel Moore,31.0,Male,Consumer,2024-08-27,16:21:26,Online
T02012191,O0112191,C00887,Sophia Brown,58.0,Female,Consumer,2025-10-18,17:15:43,Online
T02007949,O0107949,C01560,Isla Baker,57.0,Male,Consumer,2022-08-21,19:50:18,Online
T02016303,O0116303,C04965,Samuel Nelson,35.0,Female,New Customer,2022-05-04,17:21:14,Online
T02008477,O0108477,C04150,Grace Miller,,Female,New Customer,2022-11-01,21:43:08,Online
T02012798,O0112798,C04871,Sophie Young,54.0,FEMALE,Consumer,2025-07-17,18:59:05,Online
T02005315,O0105315,C04262,Mia Walker,41.0,Male,Consumer,2025-12-14,19:52:18,Online
T02002497,O0102497,C01630,Samuel Thomas,43.0,Female,Consumer,2024-11-25,10:51:34,Retail Store
T02007849,O0107849,C03550,Alexander Anderson,45.0,Female,Returning Customer,2023-03-20,11:29:38,B2B Portal
T02017359,O0108679,C00634,Sophie Thomas,30.0,Female,Consumer,2025-02-07,20:48:52,Retail Store
T02000024,O0100012,C03381,Benjamin Anderson,37.0,Male,New Customer,2022-03-25,14:43:22,Retail Store
T02012613,O0112613,C03160,Max Allen,32.0,Male,Consumer,2024-07-23,22:59:45,Online
T02004394,O0102197,C03269,James Young,38.0,Female,Corporate,2023-11-12,15:19:49,Phone Order
T02013867,O0106933,C05093,Maya Johnson,42.0,Female,Consumer,2024-03-18,12:50:43,Retail Store
T02006392,O0103196,C00777,Benjamin Jackson,50.0,Male,Returning Customer,2025-08-01,23:15:02,Online
T02006020,O0103010,C00574,Ella Nelson,18.0,Male,Consumer,2025-03-13,18:44:21,Retail Store
T02016656,O0116656,C02969,Ava Davis,33.0,Female,Consumer,2022-01-17,19:00:56,Retail Store
T02016980,O0116980,C02249,Daniel Lewis,43.0,Male,Consumer,2023-07-18,22:38:47,Online
T02002657,O0102657,C05370,Max Green,39.0,Male,Small Business,2024-11-09,18:30:59,Online
T02011740,O0111740,C00504,James Johnson,38.0,Male,Returning Customer,2023-07-26,14:09:44,Retail Store
T02011996,O0111996,C05406,Oscar White,62.0,Male,Consumer,2025-05-19,10:39:09,Phone Order
T02001816,O0101816,C01562,Noah Green,42.0,Female,Consumer,2023-10-24,22:19:09,Online
T02007742,O0103871,C03513,Aria Baker,55.0,Male,Small Business,2025-04-11,14:07:36,Retail Store
T02011809,O0111809,C00142,Noah Clark,38.0,Female,Consumer,2024-10-17,12:15:09,Retail Store
T02016595,O0116595,C00918,Max Baker,18.0,Female,Consumer,2024-04-12,12:06:12,B2B Portal
T02010490,O0110490,C02307,Alexander Anderson,51.0,Female,Consumer,2024-09-04,21:47:20,Online
T02013806,O0106903,C02181,George Davis,33.0,Female,Consumer,2025-03-10,21:38:59,Online
T02001283,O0100641,C05301,George Martin,18.0,Female,Consumer,2025-12-21,17:53:54,Retail Store
T02013143,O0113143,C02762,Benjamin Taylor,43.0,Female,Consumer,2023-07-06,16:20:52,Online
T02005346,O0105346,C02269,Emma Taylor,44.0,Male,Consumer,2023-09-26,17:47:16,B2B Portal
T02014701,O0107350,C03872,Evelyn Anderson,43.0,Male,Corporate,2025-11-14,17:41:45,Online
T02013005,O0106502,C03057,Olivia Taylor,31.0,Male,Returning Customer,2023-12-01,20:27:58,Online
T02017587,O0108793,C03442,Thomas Harris,37.0,Female,Consumer,2024-04-24,17:24:26,Online
T02013547,O0113547,C05130,Sophie Johnson,43.0,Female,Returning Customer,2023-11-24,14:44:14,Retail Store
T02017700,O0108850,C00445,Alexander Brown,51.0,Male,Consumer,2025-07-18,10:53:17,Phone Order
T02007584,O0103792,C01616,Arthur Thompson,45.0,Male,Returning Customer,2022-11-24,16:18:48,Online
T02009599,O0104799,C05082,Mia Wilson,18.0,Female,Returning Customer,2024-12-05,10:22:04,Retail Store
T02007486,O0107486,C04118,Nora Adams,35.0,Female,Returning Customer,2025-07-25,13:06:51,Retail Store
T02009840,O0109840,C01210,Emma Green,18.0,Female,Consumer,2023-05-28,16:52:11,Retail Store
T02014041,O0114041,C04718,Theo Williams,18.0,Female,Returning Customer,2025-05-16,13:17:58,B2B Portal
T02007916,O0107916,C04217,Charlotte Taylor,49.0,Male,Corporate,2022-09-16,16:51:23,Online
T02000701,O0100701,C04161,Ava Martin,30.0,Male,Small Business,2022-09-24,14:10:59,Retail Store
T02017054,O0117054,C00851,Maya Harris,37.0,male,Consumer,2025-12-23,18:52:15,Online
T02013433,O0113433,C03398,Alexander Miller,18.0,Female,Returning Customer,2025-04-15,13:30:24,B2B Portal
T02008091,O0104045,C04286,Oscar Williams,29.0,Female,Corporate,2024-09-22,15:08:25,Online
T02015323,O0115323,C04559,James King,38.0,Male,Consumer,2022-07-15,10:04:48,Online
T02008055,O0108055,C00257,Emma Clark,31.0,Female,Small Business,2024-05-10,18:33:20,Retail Store
T02011801,O0111801,C03345,Freya Thompson,38.0,Non-binary,Returning Customer,2024-09-06,19:43:38,Online
T02010055,O0110055,C00641,Ella Smith,41.0,Male,Small Business,2022-09-15,16:29:15,Phone Order
T02017563,O0117563,C04913,Olivia Davis,33.0,Female,Corporate,2025-07-24,21:59:11,Online
T02010614,O0105307,C02492,Emma Martin,40.0,Female,Consumer,2023-09-28,17:12:41,Online
T02009008,O0109008,C00572,Noah Clark,51.0,Male,Consumer,2025-12-13,21:28:43,Online
T02012988,O0106494,C03226,Ava Davis,48.0,Male,Small Business,2022-03-03,15:43:24,Online
T02017671,O0117671,C04594,Emily Jackson,61.0,Female,New Customer,2022-06-14,16:08:41,Online
T02002089,O0102089,C04850,James Brown,36.0,Non-binary,Consumer,2024-12-11,18:39:46,Online
T02012977,O0106488,C05145,Theo Taylor,65.0,Female,Consumer,2025-08-12,11:55:29,Online
T02012594,O0106297,C03584,Henry Baker,24.0,Male,Consumer,2025-05-14,15:35:06,Online
T02017147,O0108573,C00844,Grace Young,35.0,Female,Consumer,2022-04-30,09:29:36,B2B Portal
T02002820,O0102820,C02996,Freya Young,35.0,Male,Small Business,2023-03-14,16:56:54,B2B Portal
T02011558,O0111558,C03327,Oscar Harris,40.0,Female,Corporate,2024-04-18,15:41:58,Phone Order
T02000678,O0100678,C00334,Evelyn Scott,34.0,Female,Consumer,2023-04-12,13:55:26,Online
T02011195,O0111195,C03133,Aria Taylor,41.0,Male,Premium,2025-08-20,18:24:00,Online
T02009099,O0109099,C03980,Thomas King,41.0,Female,Small Business,2022-05-04,19:56:46,Retail Store
T02007577,O0107577,C03994,Olivia Jones,33.0,Male,Premium,2022-11-25,17:00:16,Retail Store
T02017041,O0117041,C03964,Jack Miller,42.0,Male,Small Business,2025-10-01,12:45:21,Retail Store
T02002662,O0101331,C05240,Ella Smith,33.0,Male,Small Business,2022-04-10,12:58:37,Phone Order
T02013858,O0113858,C04743,Emma Allen,61.0,Female,Premium,2023-12-10,16:02:06,Online
T02008689,O0108689,C04681,Emma Martin,27.0,Female,Corporate,2023-02-06,12:02:58,Online
T02013534,O0113534,C01832,Olivia Walker,32.0,Male,Small Business,2025-11-25,12:28:29,Online
T02003559,O0103559,C01193,Chloe Adams,46.0,Male,Consumer,2024-04-16,11:48:55,Online
T02007030,O0107030,C00448,Jack Moore,29.0,Female,Consumer,2023-08-26,18:43:02,Online
T02007389,O0107389,C03916,Ella Allen,37.0,Male,Consumer,2024-02-05,16:21:31,Retail Store
T02007858,O0103929,C02942,Jack Lewis,50.0,Male,Corporate,2025-07-20,18:09:02,Online
T02012169,O0112169,C02137,Thomas Jones,28.0,Male,Consumer,2025-12-04,16:01:17,Retail Store
T02004135,O0104135,C02918,Grace Johnson,38.0,Male,Small Business,2025-02-21,12:06:59,Retail Store
T02010201,O0110201,C03727,Hannah Lewis,38.0,FEMALE,Small Business,2023-03-21,16:32:23,Online
T02016977,O0116977,C03099,George Smith,38.0,Female,Corporate,2025-10-18,17:35:59,Online
T02003109,O0103109,C01794,Liam Scott,58.0,Female,New Customer,2022-01-10,16:12:33,Online
T02001218,O0101218,C02231,Liam Baker,29.0,Female,Returning Customer,2025-02-09,20:10:05,Retail Store
T02009254,O0109254,C05417,Ava Clark,51.0,Male,Consumer,2024-11-26,22:29:17,Online
